TransactionID,Date,MerchantID,CategoryID,Debit_Amount
TX20221163,2022-07-22,M5,C3,1063.72
TX20221164,2022-07-22,M7,C4,1246.31
TX20221168,2022-07-22,M8,C3,1400.15
TX20221170,2022-07-23,M0,C1,1293.59
TX20221171,2022-07-23,M7,C4,901.41
TX20221172,2022-07-23,M3,C2,185467.2159
TX20221173,2022-07-23,M8,C3,1346.62
TX20221175,2022-07-24,M2,C2,557.66
TX20221176,2022-07-24,M6,C4,1113.24
TX20221177,2022-07-24,M1,C1,620.54
TX20221178,2022-07-25,M8,C3,736.45
TX20221179,2022-07-25,M6,C4,1032.1
TX20221180,2022-07-25,M3,C2,127020.6977
TX20221181,2022-07-25,M0,C1,1322.54
TX20221182,2022-07-25,M7,C4,913.1
TX20221183,2022-07-26,M8,C3,980.06
TX20221186,2022-07-26,M7,C4,158.53
TX20221189,2022-07-27,M7,C4,1335.67
TX20221191,2022-07-27,M3,C2,1264.1
TX20221193,2022-07-27,M5,C3,110.91
TX20221201,2022-07-28,M0,C1,965.59
TX20221204,2022-07-28,M6,C4,341.84
TX20221206,2022-07-28,M2,C2,171409.5252
TX20221207,2022-07-28,M4,C3,118.26
TX20221208,2022-07-28,M8,C3,290.89
TX20221209,2022-07-28,M3,C2,1130.33
TX20221210,2022-08-01,M2,C2,386.54
TX20221211,2022-08-01,M4,C3,931.19
TX20221218,2022-08-03,M6,C4,772.51
TX20221221,2022-08-03,M1,C1,1356.5
TX20221224,2022-08-04,M5,C3,1086.94
TX20221225,2022-08-04,M7,C4,465.23
TX20221226,2022-08-04,M4,C3,748.53
TX20221227,2022-08-05,M3,C2,1066.75
TX20221229,2022-08-05,M0,C1,1289.4
TX20221231,2022-08-06,M0,C1,215.28
TX20221232,2022-08-06,M5,C3,170555.1191
TX20221235,2022-08-06,M0,C1,250.92
TX20221237,2022-08-07,M4,C3,163.66
TX20221239,2022-08-07,M7,C4,1493.4
TX20221241,2022-08-07,M8,C3,329.67
TX20221242,2022-08-07,M5,C3,1456.91
TX20221243,2022-08-07,M6,C4,148928.5442
TX20221244,2022-08-07,M0,C1,1018.08
TX20221245,2022-08-08,M8,C3,336.85
TX20221247,2022-08-08,M1,C1,617.15
TX20221249,2022-08-09,M3,C2,187823.4053
TX20221250,2022-08-09,M7,C4,94.12
TX20221251,2022-08-09,M2,C2,1112.61
TX20221252,2022-08-09,M7,C4,296.91
TX20221255,2022-08-10,M2,C2,241.43
TX20221257,2022-08-10,M6,C4,1359.99
TX20221258,2022-08-10,M1,C1,571.34
TX20221259,2022-08-10,M8,C3,798.85
TX20221261,2022-08-11,M6,C4,413.9
TX20221262,2022-08-11,M0,C1,781.82
TX20221264,2022-08-11,M4,C3,1214.2
TX20221265,2022-08-11,M0,C1,1462.82
TX20221267,2022-08-12,M2,C2,525.75
TX20221269,2022-08-12,M4,C3,1189.83
TX20221271,2022-08-13,M7,C4,78.52
TX20221273,2022-08-13,M6,C4,680.13
TX20221274,2022-08-13,M6,C4,710.21
TX20221275,2022-08-13,M1,C1,60.24
TX20221276,2022-08-13,M4,C3,104645.0773
TX20221277,2022-08-14,M1,C1,1147.56
TX20221278,2022-08-14,M5,C3,1228.48
TX20221279,2022-08-15,M5,C3,80.89
TX20221281,2022-08-15,M5,C3,311.67
TX20221285,2022-08-16,M0,C1,356.14
TX20221288,2022-08-17,M7,C4,872.51
TX20221289,2022-08-17,M8,C3,183828.8098
TX20221290,2022-08-17,M3,C2,564.16
TX20221291,2022-08-17,M7,C4,853.17
TX20221293,2022-08-18,M8,C3,450.74
TX20221295,2022-08-18,M6,C4,84.28
TX20221297,2022-08-18,M3,C2,949.21
TX20221299,2022-08-18,M1,C1,758.98
TX20221300,2022-08-19,M4,C3,352.91
TX20221301,2022-08-19,M1,C1,139.77
TX20221303,2022-08-20,M0,C1,831.24
TX20221304,2022-08-20,M8,C3,1367.64
TX20221307,2022-08-20,M3,C2,284.41
TX20221308,2022-08-21,M8,C3,62.91
TX20221311,2022-08-21,M1,C1,1498.9
TX20221313,2022-08-21,M8,C3,146282.7976
TX20221315,2022-08-22,M0,C1,1036.32
TX20221319,2022-08-22,M6,C4,465.45
TX20221322,2022-08-23,M6,C4,747.44
TX20221323,2022-08-23,M4,C3,283.96
TX20221327,2022-08-24,M1,C1,139787.588
TX20221329,2022-08-25,M7,C4,1376.64
TX20221331,2022-08-26,M5,C3,717.44
TX20221334,2022-08-27,M3,C2,482.55
TX20221335,2022-08-27,M2,C2,1105.97
TX20221336,2022-08-27,M8,C3,197920.2905
TX20221337,2022-08-28,M5,C3,648.66
TX20221338,2022-08-28,M4,C3,823.73
TX20221339,2022-08-28,M7,C4,915.01
TX20221340,2022-08-28,M6,C4,1273.99
TX20221342,2022-08-28,M3,C2,645.87
TX20221343,2022-09-01,M4,C3,1376.11
TX20221344,2022-09-01,M2,C2,114.92
TX20221345,2022-09-01,M1,C1,834.76
TX20221352,2022-09-02,M0,C1,402.3
TX20221354,2022-09-02,M7,C4,661.08
TX20221358,2022-09-03,M7,C4,973.53
TX20221360,2022-09-04,M4,C3,97.44
TX20221362,2022-09-04,M1,C1,658.64
TX20221364,2022-09-04,M6,C4,393.59
TX20221365,2022-09-04,M2,C2,1495.08
TX20221366,2022-09-05,M7,C4,694.7
TX20221368,2022-09-05,M6,C4,221.17
TX20221370,2022-09-06,M8,C3,1201.34
TX20221371,2022-09-06,M7,C4,921.2
TX20221372,2022-09-06,M5,C3,68.67
TX20221375,2022-09-07,M4,C3,218.08
TX20221377,2022-09-07,M4,C3,477.58
TX20221378,2022-09-08,M6,C4,1448.49
TX20221379,2022-09-08,M8,C3,410.93
TX20221384,2022-09-08,M3,C2,566.8
TX20221386,2022-09-09,M2,C2,944.09
TX20221389,2022-09-09,M8,C3,729.7
TX20221391,2022-09-09,M3,C2,717.05
TX20221393,2022-09-09,M1,C1,538.28
TX20221394,2022-09-10,M4,C3,634.36
TX20221395,2022-09-10,M0,C1,384.87
TX20221397,2022-09-10,M5,C3,259.5
TX20221398,2022-09-11,M1,C1,381.76
TX20221399,2022-09-11,M4,C3,1052.95
TX20221404,2022-09-12,M6,C4,134612.36
TX20221405,2022-09-12,M0,C1,101.02
TX20221406,2022-09-12,M6,C4,390.66
TX20221408,2022-09-12,M1,C1,1479.92
TX20221414,2022-09-14,M1,C1,1414.47
TX20221415,2022-09-14,M8,C3,320.61
TX20221417,2022-09-15,M5,C3,929.72
TX20221420,2022-09-15,M7,C4,520.82
TX20221421,2022-09-15,M2,C2,269.1
TX20221422,2022-09-15,M2,C2,962.0
TX20221423,2022-09-15,M3,C2,531.49
TX20221425,2022-09-16,M8,C3,628.57
TX20221427,2022-09-16,M8,C3,604.11
TX20221428,2022-09-16,M1,C1,56.89
TX20221429,2022-09-16,M2,C2,189.04
TX20221431,2022-09-17,M5,C3,583.69
TX20221432,2022-09-17,M3,C2,945.27
TX20221433,2022-09-17,M6,C4,567.01
TX20221434,2022-09-18,M8,C3,1138.95
TX20221435,2022-09-18,M1,C1,1222.19
TX20221436,2022-09-18,M2,C2,1464.87
TX20221437,2022-09-18,M3,C2,412.44
TX20221439,2022-09-19,M8,C3,1060.1
TX20221441,2022-09-19,M2,C2,415.39
TX20221444,2022-09-19,M4,C3,364.58
TX20221445,2022-09-20,M8,C3,930.24
TX20221446,2022-09-20,M1,C1,792.71
TX20221447,2022-09-20,M2,C2,1293.13
TX20221449,2022-09-21,M2,C2,315.44
TX20221451,2022-09-21,M6,C4,537.93
TX20221454,2022-09-21,M5,C3,1089.82
TX20221456,2022-09-21,M3,C2,414.91
TX20221460,2022-09-22,M5,C3,169652.8191
TX20221461,2022-09-22,M5,C3,162492.6221
TX20221462,2022-09-22,M4,C3,1213.3
TX20221463,2022-09-22,M2,C2,318.26
TX20221464,2022-09-22,M2,C2,1220.53
TX20221465,2022-09-22,M0,C1,945.58
TX20221466,2022-09-22,M2,C2,1016.04
TX20221468,2022-09-22,M4,C3,101981.7765
TX20221469,2022-09-23,M3,C2,234.41
TX20221470,2022-09-23,M5,C3,1130.8
TX20221471,2022-09-23,M8,C3,905.01
TX20221472,2022-09-23,M100,C2,1207.82
TX20221473,2022-09-23,M0,C1,621.59
TX20221474,2022-09-23,M4,C3,1354.69
TX20221477,2022-09-24,M6,C4,929.59
TX20221478,2022-09-24,M3,C2,413.51
TX20221479,2022-09-24,M2,C2,157921.2668
TX20221481,2022-09-24,M5,C3,406.03
TX20221484,2022-09-25,M8,C3,241.93
TX20221487,2022-09-25,M7,C4,1202.98
TX20221488,2022-09-25,M7,C4,666.49
TX20221491,2022-09-26,M4,C3,1074.84
TX20221495,2022-09-26,M3,C2,762.16
TX20221496,2022-09-26,M7,C4,1258.28
TX20221498,2022-09-26,M0,C1,162.15
TX20221499,2022-09-27,M8,C3,1059.62
TX20221500,2022-09-27,M6,C4,1418.56
TX20221502,2022-09-27,M1,C1,933.99
TX20221503,2022-09-27,M1,C1,125.83
TX20221508,2022-09-28,M5,C3,1029.76
TX20221509,2022-09-28,M5,C3,151987.4868
TX20221510,2022-09-28,M6,C4,1109.87
TX20221511,2022-09-28,M1,C1,303.6
TX20221512,2022-09-28,M3,C2,1371.31
TX20221514,2022-10-01,M1,C1,520.26
TX20221515,2022-10-01,M4,C3,1149.62
TX20221516,2022-10-01,M1,C1,881.25
TX20221517,2022-10-02,M7,C4,136305.4043
TX20221520,2022-10-02,M0,C1,150038.4705
TX20221523,2022-10-02,M1,C1,160.11
TX20221524,2022-10-02,M0,C1,1282.34
TX20221526,2022-10-02,M1,C1,192.65
TX20221528,2022-10-04,M4,C3,681.36
TX20221529,2022-10-04,M8,C3,832.37
TX20221530,2022-10-04,M6,C4,1487.58
TX20221531,2022-10-04,M5,C3,1098.92
TX20221532,2022-10-04,M1,C1,72.09
TX20221533,2022-10-05,M6,C4,743.49
TX20221534,2022-10-05,M1,C1,1000.73
TX20221535,2022-10-05,M0,C1,928.82
TX20221536,2022-10-05,M1,C1,275.73
TX20221537,2022-10-05,M8,C3,832.3
TX20221539,2022-10-05,M3,C2,1284.66
TX20221540,2022-10-06,M3,C2,740.97
TX20221543,2022-10-06,M8,C3,417.5
TX20221544,2022-10-06,M5,C3,602.73
TX20221546,2022-10-07,M3,C2,340.38
TX20221547,2022-10-07,M4,C3,1174.2
TX20221549,2022-10-08,M8,C3,160.29
TX20221550,2022-10-08,M3,C2,355.78
TX20221553,2022-10-09,M1,C1,808.06
TX20221554,2022-10-09,M5,C3,149.98
TX20221555,2022-10-09,M8,C3,90.7
TX20221557,2022-10-09,M7,C4,187806.1014
TX20221559,2022-10-10,M8,C3,1118.3
TX20221560,2022-10-10,M1,C1,200.61
TX20221561,2022-10-10,M5,C3,1019.0
TX20221562,2022-10-10,M8,C3,972.51
TX20221563,2022-10-10,M1,C1,1306.7
TX20221564,2022-10-10,M2,C2,111200.1632
TX20221566,2022-10-11,M0,C1,507.72
TX20221568,2022-10-11,M4,C3,1016.95
TX20221570,2022-10-11,M7,C4,779.13
TX20221574,2022-10-12,M8,C3,792.04
TX20221576,2022-10-12,M2,C2,214.44
TX20221577,2022-10-12,M3,C2,182658.9778
TX20221578,2022-10-12,M8,C3,126230.9327
TX20221581,2022-10-13,M0,C1,1260.79
TX20221582,2022-10-13,M6,C4,1484.84
TX20221584,2022-10-13,M1,C1,708.22
TX20221585,2022-10-13,M0,C1,226.4
TX20221586,2022-10-13,M5,C3,1149.47
TX20221589,2022-10-14,M1,C1,1401.39
TX20221590,2022-10-14,M6,C4,1174.93
TX20221591,2022-10-14,M2,C2,1142.37
TX20221593,2022-10-14,M4,C3,585.3
TX20221594,2022-10-14,M8,C3,366.18
TX20221596,2022-10-14,M8,C3,1042.82
TX20221597,2022-10-15,M8,C3,906.87
TX20221598,2022-10-15,M5,C3,263.74
TX20221600,2022-10-16,M7,C4,927.28
TX20221601,2022-10-16,M4,C3,910.4
TX20221602,2022-10-16,M4,C3,739.46
TX20221604,2022-10-17,M3,C2,1247.65
TX20221607,2022-10-18,M1,C1,882.65
TX20221608,2022-10-18,M0,C1,1097.95
TX20221609,2022-10-18,M6,C4,804.17
TX20221610,2022-10-18,M0,C1,1110.78
TX20221611,2022-10-18,M0,C1,769.8
TX20221613,2022-10-18,M8,C3,1193.28
TX20221615,2022-10-18,M2,C2,863.06
TX20221617,2022-10-19,M2,C2,178.01
TX20221619,2022-10-19,M5,C3,1143.71
TX20221620,2022-10-19,M4,C3,194083.8499
TX20221621,2022-10-19,M2,C2,866.9
TX20221623,2022-10-19,M8,C3,935.94
TX20221626,2022-10-20,M1,C1,1108.95
TX20221628,2022-10-20,M7,C4,76.99
TX20221629,2022-10-20,M1,C1,330.38
TX20221634,2022-10-21,M0,C1,239.35
TX20221636,2022-10-22,M5,C3,500.12
TX20221637,2022-10-22,M4,C3,524.02
TX20221638,2022-10-22,M2,C2,524.88
TX20221641,2022-10-23,M3,C2,794.72
TX20221642,2022-10-23,M3,C2,685.51
TX20221644,2022-10-23,M6,C4,123062.1991
TX20221645,2022-10-23,M3,C2,434.44
TX20221646,2022-10-23,M0,C1,527.83
TX20221647,2022-10-23,M8,C3,951.75
TX20221650,2022-10-24,M7,C4,148777.3258
TX20221654,2022-10-25,M4,C3,1444.76
TX20221655,2022-10-25,M8,C3,359.28
TX20221659,2022-10-25,M7,C4,1444.7
TX20221660,2022-10-25,M4,C3,1076.54
TX20221661,2022-10-26,M8,C3,730.89
TX20221662,2022-10-26,M3,C2,1065.64
TX20221665,2022-10-26,M1,C1,803.63
TX20221666,2022-10-26,M8,C3,828.45
TX20221667,2022-10-26,M5,C3,236.88
TX20221668,2022-10-26,M2,C2,703.88
TX20221669,2022-10-26,M0,C1,756.32
TX20221670,2022-10-26,M3,C2,785.92
TX20221671,2022-10-27,M0,C1,360.26
TX20221672,2022-10-27,M7,C4,503.68
TX20221673,2022-10-27,M5,C3,977.76
TX20221674,2022-10-27,M2,C2,179186.9658
TX20221676,2022-10-27,M8,C3,1302.72
TX20221678,2022-10-28,M7,C4,688.51
TX20221680,2022-10-28,M7,C4,192.96
TX20221681,2022-10-28,M2,C2,464.49
TX20221682,2022-10-28,M6,C4,1278.92
TX20221683,2022-10-28,M3,C2,1267.6
TX20221685,2022-10-28,M4,C3,201.01
TX20221686,2022-10-28,M6,C4,345.06
TX20221687,2022-10-28,M6,C4,283.68
TX20221689,2022-11-01,M7,C4,450.89
TX20221690,2022-11-01,M7,C4,189.46
TX20221691,2022-11-01,M1,C1,848.46
TX20221695,2022-11-02,M4,C3,957.96
TX20221696,2022-11-02,M2,C2,451.68
TX20221697,2022-11-02,M6,C4,1425.07
TX20221698,2022-11-02,M2,C2,872.4
TX20221699,2022-11-03,M3,C2,232.45
TX20221700,2022-11-03,M5,C3,113072.1628
TX20221704,2022-11-03,M7,C4,499.12
TX20221705,2022-11-03,M0,C1,619.06
TX20221709,2022-11-04,M8,C3,200.15
TX20221710,2022-11-04,M5,C3,1466.19
TX20221711,2022-11-04,M6,C4,803.43
TX20221713,2022-11-04,M7,C4,1268.72
TX20221715,2022-11-05,M1,C1,892.3
TX20221716,2022-11-05,M8,C3,961.73
TX20221717,2022-11-05,M7,C4,643.83
TX20221720,2022-11-06,M5,C3,1377.14
TX20221721,2022-11-06,M3,C2,87.72
TX20221724,2022-11-06,M1,C1,473.57
TX20221726,2022-11-07,M8,C3,962.84
TX20221727,2022-11-07,M7,C4,1133.37
TX20221729,2022-11-07,M2,C2,1086.52
TX20221730,2022-11-07,M0,C1,1170.83
TX20221731,2022-11-08,M5,C3,242.73
TX20221732,2022-11-08,M1,C1,485.87
TX20221733,2022-11-08,M2,C2,829.7
TX20221734,2022-11-08,M3,C2,1117.7
TX20221736,2022-11-10,M0,C1,895.62
TX20221738,2022-11-10,M5,C3,113080.1672
TX20221739,2022-11-10,M2,C2,264.36
TX20221740,2022-11-10,M2,C2,1307.72
TX20221744,2022-11-11,M2,C2,1143.29
TX20221748,2022-11-12,M5,C3,893.82
TX20221749,2022-11-12,M1,C1,1191.09
TX20221750,2022-11-13,M1,C1,1102.0
TX20221751,2022-11-13,M6,C4,807.91
TX20221753,2022-11-13,M0,C1,473.26
TX20221755,2022-11-13,M2,C2,874.27
TX20221758,2022-11-14,M2,C2,279.78
TX20221760,2022-11-14,M1,C1,1250.94
TX20221761,2022-11-14,M4,C3,894.43
TX20221762,2022-11-14,M1,C1,118861.9073
TX20221771,2022-11-16,M2,C2,127316.0656
TX20221773,2022-11-16,M100,C2,1000000.0
TX20221775,2022-11-16,M5,C3,106.63
TX20221776,2022-11-17,M1,C1,946.12
TX20221779,2022-11-17,M1,C1,139106.898
TX20221780,2022-11-17,M2,C2,182979.6413
TX20221781,2022-11-18,M4,C3,409.03
TX20221782,2022-11-18,M5,C3,957.65
TX20221785,2022-11-18,M0,C1,1039.8
TX20221786,2022-11-19,M1,C1,1093.51
TX20221788,2022-11-19,M5,C3,520.38
TX20221789,2022-11-19,M2,C2,533.82
TX20221790,2022-11-19,M8,C3,367.41
TX20221791,2022-11-19,M5,C3,162375.4394
TX20221794,2022-11-20,M7,C4,834.81
TX20221795,2022-11-20,M5,C3,628.57
TX20221799,2022-11-21,M8,C3,639.4
TX20221801,2022-11-21,M6,C4,540.82
TX20221802,2022-11-22,M4,C3,146067.4659
TX20221804,2022-11-22,M4,C3,145063.9169
TX20221807,2022-11-22,M5,C3,177743.7394
TX20221808,2022-11-23,M0,C1,1094.58
TX20221810,2022-11-23,M1,C1,721.98
TX20221812,2022-11-23,M1,C1,1311.29
TX20221813,2022-11-23,M4,C3,1221.59
TX20221814,2022-11-23,M0,C1,762.56
TX20221815,2022-11-23,M6,C4,180.85
TX20221816,2022-11-23,M3,C2,214.64
TX20221817,2022-11-23,M0,C1,662.4
TX20221821,2022-11-24,M5,C3,737.78
TX20221822,2022-11-24,M2,C2,1365.68
TX20221823,2022-11-24,M5,C3,943.54
TX20221824,2022-11-24,M4,C3,238.2
TX20221829,2022-11-25,M8,C3,582.23
TX20221830,2022-11-25,M0,C1,951.5
TX20221831,2022-11-26,M5,C3,276.09
TX20221832,2022-11-26,M8,C3,229.6
TX20221836,2022-11-27,M4,C3,315.91
TX20221837,2022-11-27,M7,C4,484.36
TX20221839,2022-11-27,M4,C3,472.02
TX20221840,2022-11-27,M2,C2,818.17
TX20221842,2022-11-27,M6,C4,232.34
TX20221843,2022-11-27,M7,C4,313.66
TX20221844,2022-11-27,M2,C2,855.05
TX20221846,2022-11-28,M0,C1,160895.4645
TX20221847,2022-11-28,M6,C4,102518.4767
TX20221848,2022-11-28,M6,C4,74.63
TX20221853,2022-11-28,M7,C4,110.87
TX20221854,2022-12-01,M6,C4,949.3
TX20221857,2022-12-01,M2,C2,818.92
TX20221862,2022-12-02,M3,C2,1475.68
TX20221864,2022-12-03,M8,C3,865.84
TX20221867,2022-12-03,M7,C4,207.46
TX20221869,2022-12-04,M0,C1,490.08
TX20221870,2022-12-04,M8,C3,1041.35
TX20221871,2022-12-04,M4,C3,326.07
TX20221872,2022-12-04,M0,C1,910.56
TX20221874,2022-12-05,M3,C2,321.45
TX20221875,2022-12-05,M0,C1,1067.38
TX20221877,2022-12-06,M3,C2,791.19
TX20221878,2022-12-06,M100,C2,1233.48
TX20221879,2022-12-06,M1,C1,1324.86
TX20221880,2022-12-06,M5,C3,316.43
TX20221881,2022-12-07,M3,C2,1245.66
TX20221883,2022-12-08,M5,C3,1320.74
TX20221887,2022-12-08,M6,C4,1124.97
TX20221889,2022-12-09,M4,C3,1375.15
TX20221891,2022-12-09,M4,C3,499.74
TX20221892,2022-12-09,M2,C2,460.28
TX20221895,2022-12-09,M3,C2,827.9
TX20221897,2022-12-10,M7,C4,903.08
TX20221900,2022-12-10,M1,C1,1289.15
TX20221901,2022-12-10,M8,C3,657.2
TX20221902,2022-12-10,M2,C2,799.96
TX20221904,2022-12-10,M6,C4,432.12
TX20221905,2022-12-10,M5,C3,300.01
TX20221906,2022-12-10,M3,C2,149332.784
TX20221909,2022-12-10,M3,C2,1489.19
TX20221910,2022-12-11,M1,C1,1393.21
TX20221911,2022-12-11,M6,C4,1064.07
TX20221912,2022-12-11,M2,C2,576.7
TX20221914,2022-12-11,M8,C3,759.77
TX20221917,2022-12-12,M6,C4,883.26
TX20221918,2022-12-12,M2,C2,109.06
TX20221919,2022-12-12,M1,C1,721.54
TX20221922,2022-12-13,M7,C4,589.2
TX20221924,2022-12-13,M7,C4,558.96
TX20221925,2022-12-13,M5,C3,1005.26
TX20221926,2022-12-14,M5,C3,299.16
TX20221929,2022-12-14,M5,C3,1039.52
TX20221930,2022-12-14,M4,C3,87.56
TX20221931,2022-12-14,M8,C3,181.66
TX20221932,2022-12-14,M5,C3,364.01
TX20221933,2022-12-14,M1,C1,239.45
TX20221934,2022-12-15,M8,C3,412.39
TX20221935,2022-12-15,M4,C3,1403.36
TX20221938,2022-12-15,M8,C3,1076.68
TX20221939,2022-12-16,M0,C1,908.93
TX20221941,2022-12-16,M7,C4,55.78
TX20221942,2022-12-16,M6,C4,1359.31
TX20221943,2022-12-17,M2,C2,964.46
TX20221948,2022-12-18,M3,C2,577.54
TX20221949,2022-12-18,M0,C1,1058.64
TX20221951,2022-12-18,M4,C3,516.3
TX20221953,2022-12-18,M6,C4,1279.24
TX20221955,2022-12-19,M1,C1,185017.7647
TX20221956,2022-12-19,M1,C1,628.86
TX20221958,2022-12-19,M3,C2,143624.759
TX20221959,2022-12-19,M6,C4,649.71
TX20221961,2022-12-20,M5,C3,1206.5
TX20221964,2022-12-20,M5,C3,1357.15
TX20221965,2022-12-20,M7,C4,412.43
TX20221970,2022-12-21,M4,C3,752.52
TX20221971,2022-12-21,M3,C2,98.15
TX20221972,2022-12-21,M5,C3,521.44
TX20221973,2022-12-21,M2,C2,524.07
TX20221975,2022-12-21,M2,C2,1450.31
TX20221976,2022-12-22,M4,C3,1244.14
TX20221977,2022-12-22,M5,C3,688.95
TX20221978,2022-12-22,M6,C4,127.42
TX20221980,2022-12-22,M3,C2,1285.14
TX20221984,2022-12-23,M6,C4,1269.65
TX20221986,2022-12-23,M0,C1,1414.8
TX20221988,2022-12-23,M2,C2,1160.41
TX20221989,2022-12-23,M1,C1,677.41
TX20221990,2022-12-23,M4,C3,1353.01
TX20221994,2022-12-24,M3,C2,241.18
TX20221995,2022-12-24,M0,C1,148699.1896
TX20221998,2022-12-25,M5,C3,1326.82
TX20221999,2022-12-25,M8,C3,1095.17
TX20222001,2022-12-25,M7,C4,217.48
TX20222002,2022-12-26,M1,C1,1467.29
TX20222005,2022-12-26,M8,C3,756.27
TX20222006,2022-12-27,M0,C1,126101.1454
TX20222007,2022-12-27,M5,C3,434.05
TX20222012,2022-12-28,M7,C4,821.48
TX20222016,2022-12-28,M3,C2,621.73
TX20222020,2022-12-28,M4,C3,629.95
TX20222021,2022-12-28,M4,C3,134849.8092
